ime,zanr,datum_izdaje,cena,ocena_steam,stevilo_igralcev 
City of Steam: Arkadia,Indie,2014-03-06,Free,19,300348
Ragnarok Clicker,Indie,2016-08-03,Free,25,86089
Radiator 2,Indie,2016-06-16,Free,N/A,126241
Prominence Poker,Indie,2016-05-18,Free,38,149911
Orcs Must Die! Unchained,Indie,2016-03-29,Free,26,1105833
Medusa's Labyrinth,Indie,2016-02-15,Free,59,210226
BattleSpace,Indie,2015-01-07,Free,3,113091
Counter-Strike Nexon: Zombies,Indie,2014-10-07,Free,24,6302566
SNOW,Indie,2013-10-10,Free,38,958728
Champions of Regnum,Indie,2013-02-27,Free,18,399412
Archeblade,Indie,2014-04-25,Free,43,1876603
Dragon Nest,Indie,2012-12-18,Free,59,540906
Pirates: Treasure Hunters,Indie,2016-07-05,Free,25,73465
Worm.is: The Game,Indie,2016-05-04,Free,45,967845
IKEA VR Experience,Indie,2016-04-04,Free,52,121857
Rock Paper Scissors Champion,Indie,2016-03-02,Free,8,59614
Codename: Rogue Fleet,Indie,2016-01-15,Free,15,79251
Genesis Online,Indie,2015-11-10,Free,3,223376
Nyctophilia,Indie,2015-09-23,Free,23,90472
Sakura Clicker,Indie,2015-07-29,Free,61,1080410
Games of Glory,Indie,2015-05-26,Free,17,172529
Voices from the Sea,Indie,2015-03-24,Free,88,146579
Combat Monsters,Indie,2015-01-20,Free,34,118526
Big Bang Empire,Indie,2016-08-23,Free,N/A,32086
Strike.is: The Game,Indie,2016-07-14,Free,32,318758
Age of Cavemen,Indie,2016-05-24,Free,14,139741
Fantasy Tales Online,Indie,2016-05-05,Free,47,103623
Lost Lands: Mahjong,Indie,2016-03-14,Free,88,63646
Tom Clancy's EndWar Online,Indie,2016-01-25,Free,4,250553
Ghost in the Shell: Stand Alone Complex - First Assault Online,Indie,2016-07-28,Free,31,913141
Aion,Indie,2015-10-29,Free,38,187608
The Settlers Online,Indie,2015-08-19,Free,4,301926
The Knobbly Crook: Chapter I - The Horse You Sailed In On,Indie,2015-06-09,Free,78,71361
Epic Arena,Indie,2015-05-05,Free,31,142371
InCell VR,Indie,2015-09-03,Free,32,70660
The Forgotten Ones,Indie,2014-07-17,Free,16,515307
Brawlhalla,Indie,2014-04-30,Free,75,3915741
Max Gentlemen,Indie,2014-08-21,Free,69,237753
Heroes & Generals,Indie,2014-07-11,Free,28,10385050
Mabinogi,Indie,2012-12-06,Free,43,517411
Hold the door!,Indie,2016-09-02,Free,N/A,3156
Intruder Alert: Ixian Operations,Indie,2016-07-21,Free,N/A,14903
Destinations,Indie,2016-06-09,Free,93,61367
Maui,Indie,2016-04-26,Free,12,91349
Fire With Fire: Online Tower Attack and Defense,Indie,2016-03-29,Free,10,66452
Party Jousting,Indie,2016-03-01,Free,81,124838
MechWarrior Online,Indie,2015-12-10,Free,47,819162
World of Soccer online,Indie,2015-08-26,Free,23,302802
Close Your Eyes,Indie,2015-08-31,Free,69,112389
One Manga Day,Indie,2015-05-04,Free,15,122559
16 Bit Arena,Indie,2015-03-24,Free,32,108532
Sigils of Elohim,Indie,2014-10-13,Free,88,237227
La Tale,Indie,2014-06-17,Free,22,712734
Kings Bounty: Legions,Indie,2013-12-10,Free,12,208998
War Inc. Battlezone,Indie,2011-07-18,Free,10,1140199
Argos,Indie,2016-08-12,Free,98,24547
Twisted Worlds,Indie,2016-06-17,Free,8,36470
BattleStick,Indie,2016-05-06,Free,5,192517
Age of Conquest IV,Indie,2016-04-05,Free,41,177438
Shakes and Fidget,Indie,2016-02-24,Free,64,520217
Take the Dream IX,Indie,2016-04-01,Free,49,30333
Endless Sky,Indie,2015-10-30,Free,72,390469
Missing Translation,Indie,2015-09-24,Free,75,268963
Heroes of SoulCraft,Indie,2015-07-20,Free,5,172178
Jigoku Kisetsukan: Sense of the Seasons,Indie,2015-05-12,Free,88,151313
Everlasting Summer,Indie,2014-11-19,Free,90,968371
Solstice Arena,Indie,2013-10-15,Free,54,201810
Smashmuck Champions,Indie,2013-09-11,Free,45,223376
The VR Museum of Fine Art,Indie,2016-08-20,Free,N/A,11747
Kalonline,Indie,2016-07-13,Free,12,85563
Paradox Paradigm,Indie,2016-05-23,3.99,N/A,1332
Plastic Playground,Indie,2016-04-18,Free,3,61016
MachineCraft,Indie,2016-03-25,Free,39,225655
To Burn in Memory,Indie,2016-01-19,Free,20,92051
Back to Dinosaur Island ,Indie,2015-11-18,Free,15,434128
Lost Lands: A Hidden Object Adventure,Indie,2015-09-24,Free,75,107480
Fingerbones,Indie,2015-08-03,Free,54,207420
Trove,Indie,2015-07-09,Free,47,6389707
Survarium,Indie,2015-04-02,Free,11,2771509
Nightbanes,Indie,2015-03-30,Free,19,137637
BloodRealm: Battlegrounds,Indie,2015-02-12,Free,7,176912
Creativerse,Indie,2014-08-12,Free,61,1838906
The Plan,Indie,2014-02-14,Free,81,569836
No More Room in Hell,Indie,2013-10-31,Free,78,6482810
Dystopia,Indie,2009-02-06,Free,64,187432
Black Rose,Indie,2016-03-15,Free,59,90297
Swordsman,Indie,2016-01-28,Free,12,279308
Carpe Diem,Indie,2015-11-30,Free,81,224954
Bloodwood Reload,Indie,2015-11-02,Free,4,110636
Lamia Must Die,Indie,2015-08-26,Free,20,67153
Curse of Mermos,Indie,2015-06-23,Free,14,137813
Demise of Nations: Rome,Indie,2015-04-21,Free,43,77673
InMind VR,Indie,2015-01-19,Free,61,197426
Double Action: Boogaloo,Indie,2014-10-23,Free,84,1652701
Galcon 2,Indie,2014-12-05,Free,66,226181
The Four Kings Casino and Slots,Indie,2015-06-01,Free,34,309991
SolForge,Indie,2016-07-25,Free,31,281236
Super Crate Box,Indie,2012-08-29,Free,78,922083
Magical Otoge Ciel,Indie,2016-08-26,Free,N/A,5085
BrainBread 2,Indie,2016-07-20,Free,N/A,737631
Legend of Numbers,Indie,2016-06-02,Free,N/A,22267
Crush Crush,Indie,2016-05-13,Free,78,171302
Mainland,Indie,2015-05-08,Free,61,82407
how do you Do It,Indie,2015-02-27,Free,64,263527
Tales Runner,Indie,2015-02-17,Free,9,265105
DRAKERZ-Confrontation,Indie,2014-05-19,Free,11,107305
Pinball Arcade,Indie,2013-11-04,Free,38,656978
Age of Conan: Unchained - EU version,Indie,2013-02-22,Free,36,402743
Dungeon Fighter Online,Indie,2016-08-09,Free,61,178841
Elisa: The Innkeeper - Prequel,Indie,2016-06-14,Free,49,87141
Vintage VR,Indie,2016-05-02,Free,N/A,24722
StarBreak,Indie,2016-05-10,Free,45,167444
Premium Pool,Indie,2016-03-14,Free,9,200056
VEGA Conflict,Indie,2015-12-14,Free,19,311744
One Way To Die: Steam Edition,Indie,2015-09-01,Free,15,143073
Epic Cards Battle(TCG),Indie,2015-07-09,Free,10,128345
Football Superstars,Indie,2012-11-16,Free,13,439037
AirMech,Indie,2012-11-08,Free,78,1178597
Pixel Puzzles Ultimate,Indie,2016-09-09,Free,N/A,23144
Vinyl,Indie,2016-07-01,Free,16,35768
Forge of Gods (RPG),Indie,2016-05-06,Free,49,149911
The Bottom of the Well,Indie,2016-03-03,Free,69,74517
Knight Online,Indie,2016-01-25,Free,7,1201917
Heroes and Titans: Online,Indie,2015-11-12,Free,2,43132
Pool Nation FX,Indie,2015-12-07,Free,23,438862
RPG MO,Indie,2015-08-18,Free,45,241611
Metro Conflict,Indie,2015-06-22,Free,12,506716
TDP5 Arena 3D,Indie,2015-03-26,Free,7,143423
Brick-Force (EU),Indie,2014-12-11,Free,5,1319391
Zombies Monsters Robots,Indie,2014-09-19,Free,25,713786
NEOTOKYO,Indie,2014-07-04,Free,28,1064630
Thanatos,Indie,2016-08-24,Free,5,21391
SpellKnights,Indie,2016-07-13,Free,5,54704
Rexodus: A VR Story Experience,Indie,2016-06-08,Free,31,37522
Imperia Online,Indie,2016-04-15,Free,4,60490
Istrolid,Indie,2016-05-06,Free,72,296666
The Lost Mythologies,Indie,2016-01-28,Free,36,201284
Dragomon Hunter,Indie,2015-12-02,Free,16,396431
Relive,Indie,2015-10-15,Free,31,50146
Audition Online,Indie,2015-06-03,Free,24,341551
Ultimate Tic-Tac-Toe,Indie,2015-04-28,Free,59,225480
Among Ripples,Indie,2015-01-22,Free,34,425887
Boid,Indie,2016-07-08,Free,59,182348
Epic Battle Fantasy 3,Indie,2016-09-01,Free,93,27527
UNCORPOREAL - Alcatraz Island Lofts,Indie,2016-07-20,Free,N/A,15079
Zaccaria Pinball,Indie,2016-06-16,Free,45,42431
The Panic Room,Indie,2016-04-27,Free,8,72413
Forgotten Myths CCG,Indie,2016-03-21,Free,19,32963
Tap Tap Legions - Epic battles within 5 seconds!,Indie,2016-02-08,Free,11,122734
"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",Indie,2015-12-04,Free,88,357156
Pink Heaven,Indie,2015-11-03,Free,78,105201
WARMODE,Indie,2015-08-25,Free,22,1532071
Tactical Genius,Indie,2015-06-24,Free,36,59789
Spooky's House of Jump Scares,Indie,2015-07-28,Free,84,962761
The Old Tree,Indie,2015-01-26,Free,78,237052
Warside,Indie,2015-05-05,Free,25,153067
Eldevin,Indie,2014-11-05,Free,45,320511
Victory: The Age of Racing,Indie,2016-02-12,Free,7,323842
ORION: Prelude,Indie,2013-04-15,Free,41,2165729
Driftwood The Visual Novel,Indie,2016-08-08,Free,N/A,8591
Transmissions: Element 120,Indie,2016-06-16,Free,90,429218
The Cubicle,Indie,2016-04-05,Free,75,95031
CUPID - A free to play Visual Novel,Indie,2016-03-04,Free,66,102395
Force of Elements,Indie,2015-12-29,Free,47,17709
Electric Highways,Indie,2015-10-28,Free,78,90998
Cards and Castles,Indie,2015-12-18,Free,30,92051
Tap Tap Infinity,Indie,2015-07-17,Free,39,249676
EVE Online,Mmo,2010-12-15,19.99,59,344883
The Lord of the Rings Online,Mmo,2012-06-06,Free,54,1975491
Path of Exile,Mmo,2013-10-23,Free,88,5376451
RIFT,Mmo,2011-03-01,Free,49,2432939
PlanetSide 2,Mmo,2012-11-20,Free,61,6331146
FINAL FANTASY XIV: A Realm Reborn,Mmo,2014-02-18,19.99,69,461305
EverQuest II,Mmo,2011-12-07,Free,39,531789
WildStar,Mmo,2016-06-09,Free,41,690291
Realm of the Mad God,Mmo,2012-02-20,Free,56,2565667
War Thunder,Mmo,2013-08-15,Free,59,9461213
Marvel Heroes 2015,Mmo,2013-06-03,Free,52,4662665
Elite: Dangerous,Mmo,2015-04-02,29.99,26,819863
ArcheAge,Mmo,2015-03-26,Free,16,1014835
iRacing,Mmo,2015-01-12,9.99,69,15955
Ragnarok,Mmo,2013-10-31,Free,49,445700
Bloodline Champions,Mmo,2011-10-28,Free,69,615774
TERA,Mmo,2015-05-05,Free,56,3515277
WAKFU,Mmo,2014-09-18,Free,52,1056038
Star Trek Online,Mmo,2012-01-31,Free,45,1490166
Vindictus,Mmo,2012-06-22,Free,43,900517
Star Conflict,Mmo,2013-02-27,Free,56,1797176
Stronghold Kingdoms,Mmo,2012-02-27,Free,28,1299578
Neverwinter,Mmo,2013-12-05,Free,47,4133856
Cloud Chamber,Mmo,2014-08-07,19.99,23,22969
The Secret World,Mmo,2012-08-08,29.99,64,321037
Age of Wushu,Mmo,2014-03-27,Free,20,47165
Champions Online: Free For All,Mmo,2011-06-14,Free,43,718345
Block N Load Beta,Mmo,2015-04-30,Free,43,1786130
DC Universe Online,Mmo,2011-11-02,Free,56,2268300
The Crew,Mmo,2014-12-01,29.99,28,314024
Fallen Earth,Mmo,2012-02-22,Free,15,1820496
Global Agenda,Mmo,2011-06-14,Free,45,402568
Forsaken World ,Mmo,2011-06-14,Free,36,367325
CrimeCraft GangWars,Mmo,2011-08-22,Free,10,735878
Prime World,Mmo,2014-03-31,Free,22,526529
Dragon Saga,Mmo,2015-12-22,Free,31,233370
Ryzom,Mmo,2016-05-06,Free,16,95031
Defiance,Mmo,2014-06-04,Free,47,3182142
Spiral Knights,Mmo,2011-06-14,Free,61,2497462
Dragon's Prophet (EU),Mmo,2013-09-18,Free,38,216363
Dragon's Prophet,Mmo,2013-09-23,Free,24,134306
Devilian,Mmo,2015-12-10,Free,18,366799
Spellweaver,Mmo,2016-02-01,Free,41,158678
SAGA,Mmo,2015-08-04,Free,9,81004
Firefall,Mmo,2014-07-29,Free,28,2840591
The Castle Doctrine,Mmo,2014-01-29,15.99,10,15429
Shattered Skies,Mmo,2016-07-21,24.99,N/A,38223
Nether,Mmo,2014-06-05,4.99,9,664166
Galaxy Control: 3D Strategy,Mmo,2016-08-10,Free,6,81706
BattleStick,Mmo,2016-05-06,Free,5,192517
H1Z1: King of the Kill Test Server,Mmo,2016-02-24,Free,23,2693836
Lost World Zero,Mmo,2016-02-12,9.99,7,9819
World of Soccer online,Mmo,2015-08-26,Free,23,302802
Blitzkrieg 3,Mmo,2015-05-06,26.99,26,36645
Asteroids: Outpost,Mmo,2015-03-26,29.99,3,2630
Amazing World,Mmo,2014-08-07,Free,43,550900
Lineage II,Mmo,2015-11-12,Free,11,83108
Audition Online,Mmo,2015-06-03,Free,24,341551
Ancients of Fasaria: Celestias Angelica MMORPG,Mmo,2015-02-27,3.99,N/A,14027
The Four Kings Casino and Slots,Mmo,2015-06-01,Free,34,309991
Age of Conan: Unchained - US version,Mmo,2013-02-22,Free,36,180945
Big Bang Empire,Mmo,2016-08-23,Free,N/A,32086
UFO Online: Invasion,Mmo,2016-06-08,Free,12,127994
Khan: Absolute Power,Mmo,2016-03-18,Free,9,58912
Pixel Survival - Craft Game,Mmo,2016-01-14,0.99,7,8591
MicroVolts Surge,Mmo,2012-07-05,Free,34,746573
LOKA - League of keepers Allysium,Mmo,2016-08-02,29.99,N/A,514
Islet Online,Mmo,2016-02-01,24.99,59,5085
Manyland,Mmo,2015-12-07,8.99,64,8065
Ancients of Fasaria: Chess Club,Mmo,2015-11-04,9.99,N/A,13325
Minimon,Mmo,2015-03-25,9.99,20,9468
BattleSpace,Mmo,2015-01-07,Free,3,113091
Line of Defense MMO,Mmo,2014-09-16,9.99,0,1578
Prominence Poker,Mmo,2016-05-18,Free,38,149911
Elite Dangerous: Arena,Mmo,2016-02-16,7.49,9,278431
MechWarrior Online,Mmo,2015-12-10,Free,47,819162
ABD: A Beautiful Day,Mmo,2015-08-14,4.99,N/A,514
Out of Reach,Mmo,2015-06-08,14.99,31,49444
Oort Online,Mmo,2014-11-13,34.99,28,11923
Requiem,Mmo,2015-03-04,Free,18,220395
Kings Bounty: Legions,Mmo,2013-12-10,Free,12,208998
Legends of Azulgar,Mmo,2016-08-18,Free,N/A,5260
Riding Out,Mmo,2016-05-25,19.99,N/A,2131
World of Fishing,Mmo,2016-09-06,Free,9,33840
Paradise Island - VR MMO,Mmo,2015-12-23,0.99,15,264579
Astro Lords,Mmo,2015-09-29,Free,28,59263
Uncrowded,Mmo,2015-05-11,0.99,2,253358
Angels of Fasaria RPG + MMORPG,Mmo,2014-12-09,12.99,22,25774
Darkwind: War on Wheels,Mmo,2014-08-22,Free,6,201284
ROSE Online,Mmo,2012-10-23,Free,31,413088
90 Minute Fever,Mmo,2016-07-12,5.99,49,533
Tree of Savior (English Ver.),Mmo,2016-03-28,Free,18,1458080
Tom Clancy's EndWar Online,Mmo,2016-01-25,Free,4,250553
Piercing Blow,Mmo,2015-11-10,Free,7,440966
Nebula Online,Mmo,2016-01-05,4.99,7,80478
16 Bit Arena,Mmo,2015-03-24,Free,32,108532
Fiesta Online NA,Mmo,2014-05-20,Free,14,346636
La Tale,Mmo,2014-06-17,Free,22,712734
DayZ,Mmo,2013-12-16,34.99,32,3432344
Zezenia Online,Mmo,2016-07-07,Free,32,41204
SurrealVR,Mmo,2016-04-15,Free,N/A,44184
CABAL Online,Mmo,2016-02-17,Free,18,169373
Sphere III: Enchanted World,Mmo,2015-12-02,Free,8,114318
Karos Returns,Mmo,2015-07-30,Free,38,124838
Cubic Castles,Mmo,2014-08-13,Free,34,850196
Voice Of Pripyat,Mmo,2014-11-19,6.99,7,6663
Elemental Heroes,Mmo,2016-03-03,Free,16,59964
Heroes of Scene,Mmo,2015-08-26,Free,12,233545
Break_In,Mmo,2015-04-29,9.99,N/A,1066
The Slaughtering Grounds,Mmo,2014-10-31,0.99,4,208648
Epic Space: Online,Mmo,2014-05-08,14.99,1,2279
Panzar,Mmo,2013-11-25,Free,24,1034998
C9,Mmo,2012-09-13,Free,41,549322
Heroes of Shadow Guard,Mmo,2016-08-03,Free,N/A,11046
UFO Online,Mmo,2014-10-10,Free,N/A,1599
Infinity Wars - Animated Trading Card Game,Mmo,2014-09-05,Free,56,572992
Age of Conan: Unchained - EU version,Mmo,2013-02-22,Free,36,402743
Thanatos,Mmo,2016-08-24,Free,5,21391
Dogfight Elite,Mmo,2016-06-11,19.99,N/A,514
Techwars Online,Mmo,2016-03-17,9.99,28,10871
Knight Online,Mmo,2016-01-25,Free,7,1201917
Aion,Mmo,2015-10-29,Free,38,187608
Trove,Mmo,2015-07-09,Free,47,6389707
FACTIONS: Origins of Malu,Mmo,2015-03-23,Free,N/A,1599
Hero Zero,Mmo,2016-07-05,Free,36,210752
Allods Online RU,Mmo,2016-01-26,Free,20,94505
Might & Magic Heroes Online,Mmo,2015-11-24,Free,5,210927
Badland Bandits,Mmo,2015-07-16,Free,12,47516
The Elder Scrolls Online: Tamriel Unlimited,Mmo,2015-03-17,29.99,43,631203
Puzzle Pirates,Mmo,2011-08-31,Free,52,352597
Dropship Down,Mmo,2016-07-21,4.99,N/A,1227
Hero Battle,Mmo,2016-04-28,9.99,45,8065
Tactical Craft Online,Mmo,2016-02-12,Free,10,217765
LoveBeat,Mmo,2016-01-13,Free,34,116773
Fishing Planet,Mmo,2015-08-11,Free,49,1622193
Survival: Postapocalypse Now,Mmo,2015-04-16,4.99,17,126241
Colonies Online,Mmo,2014-05-01,14.99,7,12624
War of the Immortals,Mmo,2012-08-30,Free,28,386437
Dig 4 Destruction,Mmo,2016-08-14,11.99,93,1929
Forge of Gods (RPG),Mmo,2016-05-06,Free,49,149911
Atom Universe,Mmo,2016-03-04,Free,10,71186
Drift Streets Japan,Mmo,2015-12-21,4.99,41,118877
Metal Reaper Online,Mmo,2015-09-17,Free,30,185328
"Once Bitten, Twice Dead!",Mmo,2015-07-07,4.99,0,22267
Transformice,Mmo,2015-01-30,Free,56,1834523
Royal Quest,Mmo,2014-08-06,Free,26,708175
NEStalgia,Mmo,2014-04-15,14.99,49,25248
Dragon Nest,Mmo,2012-12-18,Free,59,540906
Hide & Hold Out - H2o,Mmo,2016-04-09,17.99,30,10695
Trinium Wars,Mmo,2016-03-02,Free,15,198829
Gladiators Online: Death Before Dishonor,Mmo,2015-11-04,Free,6,132553
Musclecar Online,Mmo,2015-02-12,5.99,N/A,12449
Divine Souls,Mmo,2014-08-15,Free,10,506190
Villagers and Heroes,Mmo,2014-04-17,Free,15,640145
Football Superstars,Mmo,2012-11-16,Free,13,439037
Kalonline,Mmo,2016-07-13,Free,12,85563
Fantasy Tales Online,Mmo,2016-05-05,Free,47,103623
Tower Unite,Mmo,2016-04-08,14.99,59,34190
Ghost in the Shell: Stand Alone Complex - First Assault Online,Mmo,2016-07-28,Free,31,913141
Assault CorpsII,Mmo,2015-07-15,2.99,N/A,2981
Survarium,Mmo,2015-04-02,Free,11,2771509
Uncharted Waters Online: Gran Atlas,Mmo,2014-10-03,Free,24,236701
Hero Siege,Mmo,2014-01-29,5.99,52,855807
Tree of Life: Beginning of a Journey,Mmo,2015-05-27,13.99,47,76095
ShellShock Live,Mmo,2015-03-11,6.99,69,445524
Wander,Mmo,2015-06-04,8.99,3,1578
Atlantica,Mmo,2012-06-29,Free,36,257566
Dungeon Fighter Online,Mmo,2016-08-09,Free,61,178841
Boundel,Mmo,2016-04-30,4.99,38,5786
TrackmaniaÂ® Turbo,Mmo,2016-03-24,39.99,20,35944
Star Crusade CCG,Mmo,2016-09-07,Free,41,97837
Wind of Luck: Arena,Mmo,2015-08-18,Free,15,143774
Crossout,Mmo,2016-08-24,29.99,49,5961
Screeps,Mmo,2016-06-20,14.99,84,4559
Emporea,Mmo,2016-06-08,Free,19,129221
Aftermath,Mmo,2015-09-24,Free,7,1834698
Instinct,Mmo,2015-06-01,1.99,2,10695
Navy Field 2 : Conqueror of the Ocean,Mmo,2015-03-05,Free,9,514431
Eldevin,Mmo,2014-11-05,Free,45,320511
Entropy,Mmo,2013-12-09,19.99,4,20865
MapleStory,Mmo,2012-08-09,Free,32,601923
Killbot,Mmo,2016-07-10,1.99,N/A,1227
Forgotten Lore,Mmo,2016-05-29,9.99,N/A,5961
Full Tilt Poker,Mmo,2016-01-26,Free,5,60315
Heroes and Titans: Online,Mmo,2015-11-12,Free,2,43132
Spy Bugs,Mmo,2015-06-26,9.99,N/A,8241
Grand Chase,Mmo,2015-07-17,Free,43,566856
City of Steam: Arkadia,Mmo,2014-03-06,Free,19,300348
F.E.A.R. Online,Mmo,2014-10-21,Free,6,960832
Strike.is: The Game,Mmo,2016-07-14,Free,32,318758
Crazy Killer,Mmo,2016-04-26,Free,8,185854
Lucent Heart F2P MMO,Mmo,2016-02-11,Free,10,125539
Storm United,Mmo,2015-04-17,19.99,23,24021
The Repopulation,Mmo,2014-12-22,Free,26,36294
Creativerse,Mmo,2014-08-12,Free,61,1838906
Ragnarok Online 2,Mmo,2013-05-01,Free,19,1158784
Dungeons & Dragons Online,Mmo,2012-06-25,Free,43,651016
Evolvation,Mmo,2016-08-23,19.99,N/A,514
Riders of Icarus,Mmo,2016-07-06,Free,20,1275557
Faeria,Mmo,2016-02-29,Free,61,326122
Cards and Castles,Mmo,2015-12-18,Free,30,92051
ARK: Survival Evolved,Mmo,2015-06-02,29.99,31,3628894
Gates of Horizon,Mmo,2014-12-18,9.99,28,2279
H1Z1,Mmo,2015-01-15,19.99,24,2484487
Gloria Victis,Mmo,2016-06-09,19.99,31,36294
PWI,Mmo,2016-04-19,Free,8,72238
Hounds: The Last Hope,Mmo,2016-01-27,34.99,26,3682
Battle Battalions,Mmo,2015-11-03,Free,15,144300
Subspace Continuum,Mmo,2015-07-03,Free,66,96434
Ascent - The Space Game,Mmo,2016-04-11,19.99,39,16657
Miscreated,Mmo,2014-10-30,9.99,30,257566
Jagged Alliance Online - Steam Edition,Mmo,2013-06-05,Free,12,129046
Dragomon Hunter,Mmo,2015-12-02,Free,16,396431
Choice Chamber,Mmo,2015-07-16,9.99,32,84336
FreeStyle2: Street Basketball,Mmo,2015-04-01,Free,39,3706041
sZone-Online,Mmo,2015-12-29,Free,5,1627102
Aura Kingdom,Mmo,2014-07-01,Free,52,2041417
Kingdom Wars,Mmo,2013-04-01,Free,28,483221
APB Reloaded,Mmo,2011-12-06,Free,25,4102998
Take Thy Throne,Mmo,2016-07-05,3.99,39,7013
Imperia Online,Mmo,2016-04-15,Free,4,60490
Elsword,Mmo,2014-07-02,Free,52,1009224
Mabinogi,Mmo,2012-12-06,Free,43,517411
Woodle Tree 2: Worlds,Mmo,2016-07-27,3.99,81,2630
Atulos Online,Mmo,2016-04-30,Free,31,42957
Governor of poker 3,Mmo,2016-02-19,Free,34,285620
VEGA Conflict,Mmo,2015-12-14,Free,19,311744
Otherland,Mmo,2015-09-10,Free,16,6663
Alganon,Mmo,2015-05-19,Free,4,85914
Shroud of the Avatar: Forsaken Virtues,Mmo,2014-11-24,39.99,23,32437
My Lands,Mmo,2014-09-16,Free,69,273697
Orake 2D MMORPG,Mmo,2016-08-23,Free,N/A,4909
Age of Cavemen,Mmo,2016-05-24,Free,14,139741
Age of Magic CCG,Mmo,2016-03-20,Free,17,40678
Granado Espada,Mmo,2016-01-07,Free,6,68030
Golden Rush,Mmo,2015-09-23,Free,7,137988
